state,ac,year,won,margin,dlog,npre,npost
maharashtra,kurla,2014,0,-11.820002,0.0658802416437485,2,3
maharashtra,vandre east,2014,0,-13.98,0.0801156730731103,2,3
maharashtra,sion koliwada,2014,0,-26.1,-0.04561264333646342,2,3
maharashtra,byculla,2014,1,1.0900002,0.0663071145344265,2,3
maharashtra,mumba devi,2014,0,-20.88,0.04042581527897848,2,3
maharashtra,osmanabad,2014,0,-38.77,0.30285177918074346,2,3
maharashtra,solapur city north,2014,0,-48.66,0.5744527510157891,2,3
maharashtra,solapur city central,2014,0,-6.0200005,0.672150470857547,2,3
maharashtra,akkalkot,2014,0,-44.94,0.5732397425478819,2,3
maharashtra,solapur south,2014,0,-33.35,0.5038636150511104,2,3
maharashtra,dhule city,2019,1,2.0500011,0.08532251910607158,7,2
maharashtra,raver,2019,0,-36.579998,0.45004267920145313,7,2
maharashtra,buldhana,2019,0,-35.710003,0.49268930808141764,7,2
maharashtra,balapur,2019,0,-12.709999,0.4949393044268646,7,2
maharashtra,risod,2019,0,-33.69,0.5445219176539258,7,2
maharashtra,achalpur,2019,0,-40.46,0.3973697767075093,7,2
maharashtra,nagpur central,2019,0,-41.12,-0.43316206167084914,7,2
maharashtra,nagpur north,2019,0,-39.589996,-0.29518062638629416,7,2
maharashtra,kamthi,2019,0,-42.36,0.20586694753521684,7,2
maharashtra,nanded north,2019,0,-11.07,0.36197529576299114,7,2
maharashtra,nanded south,2019,0,-14.67,0.14702753969219806,7,2
maharashtra,naigaon,2019,0,-55.62,0.7669873911449292,7,2
maharashtra,parbhani,2019,0,-42.57,0.1310413885417656,7,2
maharashtra,jalna,2019,0,-46.96,0.4087526402815165,7,2
maharashtra,aurangabad central,2019,0,-7.1500015,-0.056287511464031326,7,2
maharashtra,aurangabad west,2019,0,-22.29,0.2744659586125291,7,2
maharashtra,aurangabad east,2019,0,-7.1299973,0.129956164800328,7,2
maharashtra,paithan,2019,0,-31.04,0.4629299293679576,7,2
maharashtra,malegaon central,2019,1,19.23,0.10203514152292836,7,2
maharashtra,kalyan west,2019,0,-29.17,0.1461012754736588,7,2
maharashtra,malad west,2019,0,-50.35,0.0317302416750449,7,2
maharashtra,andheri west,2019,0,-43.95,-0.02598443209107426,7,2
maharashtra,chandivali,2019,0,-43.15,-0.027322903646588514,7,2
maharashtra,anushakti nagar,2019,0,-46.41,0.21448215434697993,7,2
maharashtra,kurla,2019,0,-30.539997,0.033066899143656237,7,2
maharashtra,kalina,2019,0,-34.309998,-0.08956805823150304,7,2
maharashtra,vandre east,2019,0,-20.330002,-0.04573181469736465,7,2
maharashtra,dharavi,2019,0,-34.31,-0.02098548971060854,7,2
maharashtra,byculla,2019,0,-16.05,0.04895779833667824,7,2
maharashtra,mumba devi,2019,0,-48.94,0.14046911974803322,7,2
maharashtra,vadgaol sheri,2019,0,-41.94,0.2363098050205199,7,2
maharashtra,hadapsar,2019,0,-35.44,0.3593868459184142,7,2
maharashtra,pune cantonment,2019,0,-36.36,0.18611965473677294,7,2
maharashtra,shrirampur,2019,0,-50.329998,0.6815544502270621,7,2
maharashtra,ahmednagar city,2019,0,-43.69,0.08586393026778971,7,2
maharashtra,majalgaon,2019,0,-47.64,0.5203420501057989,7,2
maharashtra,beed,2019,0,-41.56,0.3584883631900144,7,2
maharashtra,ahmadpur,2019,0,-38.44,0.7001269428351371,7,2
maharashtra,solapur city north,2019,0,-60.09,-0.0813286644509148,7,2
maharashtra,solapur city central,2019,0,-7.5599995,-0.07176811581537734,7,2
maharashtra,solapur south,2019,0,-52.420002,0.18224792006087576,7,2
maharashtra,sangole,2019,0,-45.7,0.33705678362711033,7,2
maharashtra,karad south,2019,0,-43.57,0.5570088117494283,7,2
maharashtra,hatkanangle,2019,0,-31.199999,0.4015921623451888,7,2
andhra pradesh,vijayawada west,2014,0,-40.71,0.4532724792465972,2,3
andhra pradesh,ponnur,2014,0,-50.030003,0.47037245571423547,2,3
andhra pradesh,guntur west,2014,0,-45.9,0.3313808674199725,2,3
andhra pradesh,guntur east,2014,0,-47.56,0.3536621257160677,2,3
andhra pradesh,markapuram,2014,0,-50.66,0.15458141262171932,2,3
andhra pradesh,rayachoti,2014,0,-54.77,0.1451013563147967,2,3
andhra pradesh,nandyal,2014,0,-46.49,0.28221376640316365,2,3
andhra pradesh,adoni,2014,0,-50.65,0.16603475224697295,2,3
andhra pradesh,alur,2014,0,-41.38,-0.028505733210633544,2,3
andhra pradesh,guntakal,2014,0,-46.81,0.17148641252519958,2,3
andhra pradesh,singanamala,2014,0,-48.859997,0.11163347638554555,2,3
andhra pradesh,anantapur urban,2014,0,-47.64,0.404844942692292,2,3
andhra pradesh,hindupur,2014,0,-50.52,0.44935626116818206,2,3
andhra pradesh,kadiri,2014,0,-48.100002,0.2058465519032442,2,3
andhra pradesh,madanapalle,2014,0,-47.68,0.31508685387452395,2,3
tamil nadu,vaniayambadi,2016,0,-34.45,0.3293384514253841,4,3
tamil nadu,krishnagiri,2016,0,-43.71,0.594225212406629,4,3
telangana,nizamabad urban,2014,0,-7.619999,0.35943750956717224,2,3
telangana,patancheru,2014,0,-35.06,0.35771473174411206,2,3
telangana,malkajgiri,2014,0,-31.989998,0.16764453369878218,2,3
telangana,quthbullapur,2014,0,-34.170002,0.14506614720601974,2,3
telangana,uppal,2014,0,-33.530003,0.23275142061125997,2,3
telangana,ibrahimpatnam,2014,0,-26.28,0.2130933760871887,2,3
telangana,rajendranagar,2014,0,-12.539999,0.3556210781040914,2,3
telangana,serilingampally,2014,0,-41.949997,0.3612695254985745,2,3
telangana,musheerabad,2014,0,-39.47,0.26042426767846916,2,3
telangana,malakpet,2014,1,18.630001,0.24663777114125907,2,3
telangana,amberpet,2014,0,-43.7,0.24822624477037358,2,3
telangana,jubilee hills,2014,0,-5.59,0.28164646148677086,2,3
telangana,nampally,2014,1,13.130001,0.26407898841057076,2,3
telangana,karwan,2014,1,23.59,0.24611668189858538,2,3
telangana,charminar,2014,1,33.22,0.269171615816985,2,3
telangana,chandrayangutta,2014,1,43.64,0.28167397049842435,2,3
telangana,yakutpura,2014,1,23.61,0.23860028592261173,2,3
telangana,bahadurpura,2014,1,69.78,0.26676548846300285,2,3
telangana,secunderabad,2014,0,-33.09,0.19527581493401058,2,3
telangana,bhongir,2014,0,-33.82,0.3182515116403799,2,3
telangana,rajendranagar,2018,0,-24.869999,0.2972705830202731,6,3
telangana,malakpet,2018,1,18.91,-0.16821726028798345,6,3
telangana,nampally,2018,1,7.010002,-0.11149760021642052,6,3
telangana,karwan,2018,1,30.29,-0.029022915594717702,6,3
telangana,charminar,2018,1,32.32,-0.08442774847709167,6,3
telangana,chandrayangutta,2018,1,57.21,0.06217946166451327,6,3
telangana,yakutpura,2018,1,33.12,-0.08575330186176267,6,3
telangana,bahadurpura,2018,1,63.18,-0.13903381389473424,6,3
